,d_pi,d_pn,ass_d_pi,ass_d_pn,d_lx,d_tm,d_sx,d_bf,d_mc,d_grade,d_mi,d_mn,d_ai,d_bi,d_alogo,d_blogo,d_ta,d_tb,d_meno,d_resume,d_upi,d_upn,d_dpi,d_dpn,d_stm,d_ssx,d_live_stat,d_live_stat_1st,d_live_stat_2nd,bh,rq,sx,link,cbh,st,score,start_time,tstart_time,d_mb_pk,d_cb_pk,d_h_rank,d_a_rank,banc,h_gt_25,h_gt_45,h_gt_70,h_gt_90,h_fgt_25,h_fgt_45,h_fgt_70,h_fgt_90,h_ms,h_hl_ms,hr_ms,h_lag_replevy,a_gt_25,a_gt_45,a_gt_70,a_gt_90,a_fgt_25,a_fgt_45,a_fgt_70,a_fgt_90,a_ms,a_hl_ms,ar_ms,a_lag_replevy,home,homeid,away,awayid,HFormation,VFormation,time,taid,taname,talogo,neutral,tarank,tadata,tbid,tbrank,tbname,tblogo,tbdata,mid,mcolor,missue,mname,handicap,oddstype,oddsid,m_early,s2_early,channel,weather,temperature,updatedtime
0,"[604459,85740,82380,305534,16827,16827];","['莫利纳','阿尔斯兰','罗伯托·佩雷拉','德保罗','克里斯蒂亚诺·罗纳尔多','克里斯蒂亚诺·罗纳尔多'];","['305534','0','0','0','0','253909'];","['德保罗','','','','','拉比奥特'];","[0,3,3,3,1,0];","['10','44','55','82','83','89'];","[0,0,0,0,-1,-1];","['1-0','','','','1-1','1-2'];",'006EF0';,0;,34;,'意大利甲级联赛';,54;,2;,'1';,'1';,'乌迪内斯';,'尤文图斯';,'<table border,'尤文图斯先开球<br>角球数(2)｜角球数(6)';,"[1843301,102075,50518,335694,253909,1971080,535578];","['库卢塞夫斯基','莫拉塔','费尔南多·弗雷斯蒂耶里','萨米尔·桑托斯','拉比奥特','菲利克斯·科雷亚','奥维延'];","[335648,279152,85740,337219,659621,78320,85268];","['贝尔纳代斯基','迪巴拉','阿尔斯兰','博尼法齐','麦克肯尼','夸德拉多','纽丁克'];","['59','66','72','84','84','85','90+2'];","[-1,-1,0,0,-1,-1,0];",new Array(45);d_live_stat[0],new Array(45);d_live_stat_1st[3],new Array(45);d_live_stat_2nd[14],4074677;,1.25;,1;,1;,4803247;,4;,"""1 - 2"";","""2021,05,02,23,59,00"";",""""";","""1.0000"";",""""";",'11';,'5';,'1-0';,1;,4;,2;,3;,1;,4;,1;,2;,94;,25;,5;,'20%';,10;,3;,8;,6;,9;,1;,3;,0;,110;,20;,10;,'50%';,"[[335850, '斯库费特', 'Goal Keeper', '96', 0, '0', '', ''], [658519, '罗德里戈·贝卡奥', 'Defender', '50', 0, '0', '', ''], [337219, '博尼法齐', 'Defender', '14', 0, '0', '', ''], [85268, '纽丁克', 'Defender', '17', 0, '0', '', ''], [604459, '莫利纳', 'Midfielder', '16', 0, '0', '', ''], [305534, '德保罗', 'Midfielder', '10', 0, '0', '', ''], [366189, '瓦拉塞', 'Midfielder', '11', 0, '0', '', ''], [85740, '阿尔斯兰', 'Midfielder', '22', 0, '0', '', ''], [83847, '延斯·拉尔森', 'Midfielder', '19', 0, '0', '', ''], [82380, '罗伯托·佩雷拉', 'Midfielder', '37', 0, '0', '', ''], [39329, '奥卡卡', 'Striker', '7', 0, '0', '', ''], [1842461, '加斯帕里尼', 'Substitute player', '31', 1, '0', '', ''], [335694, '萨米尔·桑托斯', 'Substitute player', '3', 1, '0', '', ''], [535578, '奥维延', 'Substitute player', '5', 1, '0', '', ''], [533739, '马肯戈', 'Substitute player', '6', 1, '0', '', ''], [1463716, '皮塔尔·梅辛', 'Substitute player', '29', 1, '0', '', ''], [31729, '略伦特', 'Substitute player', '32', 1, '0', '', ''], [50518, '费尔南多·弗雷斯蒂耶里', 'Substitute player', '45', 1, '0', '', ''], [1997911, '马丁·帕伦博', 'Substitute player', '64', 1, '0', '', ''], [47369, '德迈奥', 'Substitute player', '87', 1, '0', '', ''], [87182, '泽赫拉尔', 'Substitute player', '90', 1, '0', '', ''], [2009706, 'E.皮亚纳', 'Substitute player', '67', 1, '0', '', '']]",54,"[[62409, '斯泽斯尼', 'Goal Keeper', '1', 0, '0', '', ''], [95264, '达尼洛', 'Defender', '13', 0, '0', '', ''], [629456, '德里赫特', 'Defender', '4', 0, '0', '', ''], [39634, '博努奇', 'Defender', '19', 0, '0', '', ''], [82261, '阿莱士·桑德罗', 'Defender', '12', 0, '0', '', ''], [78320, '夸德拉多', 'Midfielder', '16', 0, '0', '', ''], [393257, '本坦库尔', 'Midfielder', '30', 0, '0', '', ''], [659621, '麦克肯尼', 'Midfielder', '14', 0, '0', '', ''], [335648, '贝尔纳代斯基', 'Midfielder', '33', 0, '0', '', ''], [279152, '迪巴拉', 'Striker', '10', 0, '0', '', ''], [16827, '克里斯蒂亚诺·罗纳尔多', 'Striker', '7', 0, '0', '', ''], [92559, '卡尔洛·平索利奥', 'Substitute player', '31', 1, '0', '', ''], [840, '布冯', 'Substitute player', '77', 1, '0', '', ''], [16921, '基耶利尼', 'Substitute player', '3', 1, '0', '', ''], [462795, '阿图尔', 'Substitute player', '5', 1, '0', '', ''], [54920, '拉姆塞', 'Substitute player', '8', 1, '0', '', ''], [102075, '莫拉塔', 'Substitute player', '9', 1, '0', '', ''], [253909, '拉比奥特', 'Substitute player', '25', 1, '0', '', ''], [2003126, '拉杜·格拉古辛', 'Substitute player', '37', 1, '0', '', ''], [1958922, '吉亚科莫·维里奥尼', 'Substitute player', '40', 1, '0', '', ''], [1843301, '库鲁塞维斯基', 'Substitute player', '44', 1, '0', '', ''], [1971080, '菲利克斯·科雷亚', 'Substitute player', '53', 1, '0', '', '']]",2,'3511','442',1619971140000,54,乌迪内斯,1,0,11,"20,6,6,8",2,5,尤文图斯,1,"20,12,4,4",34,006EF0,1,意大利甲级联赛,1.25,1,,1.0000,,澳门有线电视35台<br/>香港NOW638台<br/>香港有线654台<br/>香港有线614台,5,13℃～14℃/55°F～57°F,2021-05-02 09:27:56
